Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22809,0.4,Ideal,E,VS2,61.1,56.0,4.75,4.77,2.91,912
3708,0.61,Very Good,I,VS2,62.4,57.0,5.4,5.43,3.38,1572
625,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844
19367,1.21,Premium,E,SI1,63.0,57.0,6.75,6.7,4.24,6261
2021,0.73,Good,E,VS2,63.3,60.0,5.67,5.73,3.61,2723
25127,1.1,Ideal,I,VS1,60.8,58.0,6.68,6.63,4.04,5291
8416,0.51,Ideal,D,I1,62.1,56.0,5.15,5.06,3.17,1071
23756,0.3,Premium,G,SI1,61.6,59.0,4.28,4.26,2.63,574
11768,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2822
16789,1.02,Ideal,G,VS1,61.6,55.0,6.53,6.46,4.0,7129
10227,0.3,Very Good,D,SI2,61.2,60.0,4.28,4.31,2.63,447
10678,0.9,Premium,D,SI1,62.1,60.0,6.2,6.14,3.83,3812
25688,0.43,Ideal,E,SI1,62.6,56.0,4.79,4.82,3.01,760
5441,0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,470
820,2.1,Very Good,J,VS2,61.3,59.0,8.21,8.27,5.05,14229
21116,0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,465
24026,0.23,Good,D,VVS1,64.8,58.0,3.83,3.85,2.49,478
13767,0.9,Good,E,SI2,62.0,63.0,6.09,6.14,3.79,3218
8127,1.51,Ideal,I,SI1,61.1,59.0,7.4,7.37,4.51,8342
17390,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
25016,1.0,Premium,J,VS2,62.0,62.0,6.42,6.35,3.96,3685
11014,0.51,Very Good,E,VS2,62.8,56.0,5.11,5.14,3.22,1612
23460,0.97,Premium,H,SI1,61.9,60.0,6.37,6.3,3.92,4172
11611,1.22,Premium,F,VVS2,63.0,56.0,6.88,6.76,4.3,10494
14289,0.5,Premium,F,VS1,61.6,58.0,5.11,5.06,3.13,1715
17477,0.4,Ideal,I,VS2,61.7,57.0,4.73,4.77,2.93,770
12179,0.3,Ideal,F,VVS2,61.6,53.0,4.35,4.39,2.69,694
6631,0.7,Premium,E,VS2,60.9,59.0,5.71,5.68,3.47,2697
1653,1.21,Ideal,H,VS2,62.6,54.8,6.78,6.84,4.26,7426
6812,0.7,Premium,E,SI1,61.9,60.0,5.67,5.6,3.49,2518
5773,0.4,Very Good,F,VS1,60.4,58.0,4.75,4.79,2.88,868
4745,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,1846
5829,0.33,Premium,F,SI1,59.9,61.0,4.47,4.44,2.67,705
6423,2.21,Premium,H,I1,62.2,58.0,8.31,8.27,5.16,6535
21264,0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67,2994
4895,0.29,Ideal,G,VS1,62.2,54.0,4.23,4.26,2.64,507
2925,0.55,Ideal,H,SI2,62.2,54.0,5.28,5.3,3.29,1057
11607,0.41,Ideal,F,VVS1,60.7,56.0,4.81,4.85,2.93,1295
16919,1.5,Premium,D,SI2,,60.0,7.48,7.45,4.4,8518
5591,0.4,Ideal,G,VVS2,61.5,57.0,4.74,4.76,2.92,1172
9485,1.53,Premium,F,SI2,60.9,60.0,7.5,7.37,4.53,7685
12770,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
15001,0.43,Premium,E,SI2,61.0,60.0,4.94,4.87,2.99,903
24614,0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2307
9012,1.24,Ideal,J,SI1,61.8,57.0,6.92,6.86,4.26,5000
18626,0.3,Ideal,F,VS2,60.5,56.0,4.37,4.33,2.63,828
16860,1.09,Very Good,G,VS1,59.9,56.0,6.74,6.81,4.06,7992
10805,1.51,Ideal,G,VS1,61.6,56.0,7.34,7.37,4.53,14542
9848,1.56,Premium,E,VS2,61.5,58.0,7.47,7.43,4.58,12156
22016,1.11,Premium,I,VS2,63.0,53.0,6.64,6.59,4.17,4744
10822,0.4,Good,G,SI1,63.1,56.0,4.72,4.75,2.99,655
7931,0.31,Ideal,D,VVS2,62.0,56.0,4.37,4.34,2.7,982
8504,0.39,Very Good,E,I1,62.8,57.0,4.61,4.66,2.91,511
2561,0.3,Premium,D,VS2,60.3,60.0,4.31,4.28,2.59,911
9622,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,453
15777,0.37,Good,H,VS2,63.7,55.0,4.56,4.54,2.9,749
5237,0.53,Premium,D,VS2,61.5,58.0,5.24,5.2,3.21,1956
16475,0.36,Very Good,G,SI1,63.3,56.0,4.53,4.5,2.86,689
7058,0.72,Ideal,H,VVS2,62.3,56.0,5.74,5.81,3.6,2752
4878,0.32,Premium,E,VVS2,61.1,58.0,4.45,4.42,2.71,1080
26198,1.0,Ideal,E,SI2,62.3,57.0,6.33,6.28,3.93,4077
12493,0.27,Ideal,D,VVS2,62.3,57.0,4.15,4.13,2.58,799
12748,1.01,Premium,G,VS1,59.9,59.0,6.48,6.51,3.89,6239
20285,0.3,Premium,F,VVS2,61.6,58.0,4.28,4.35,2.66,737
14242,0.31,Premium,H,VVS1,60.5,58.0,4.4,4.43,2.67,707
3608,0.52,Ideal,D,VS2,62.6,55.0,5.12,5.14,3.21,1822
20083,0.5,Ideal,J,VS2,61.9,54.0,5.1,5.14,3.17,1054
14988,0.41,Very Good,I,VVS2,61.3,60.0,4.77,4.82,2.94,811
14814,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
16877,0.51,Very Good,I,VS2,60.3,63.0,5.16,5.13,3.1,1068
6413,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,1793
6178,0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02,851
18001,0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86,933
3705,0.41,Ideal,G,VS2,62.4,54.0,4.78,4.81,2.99,827
2188,0.51,Ideal,F,VS1,61.7,54.0,5.17,5.14,3.18,1836
920,0.31,Very Good,G,SI2,61.8,59.0,4.3,4.34,2.67,408
604,0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,2686
18146,0.86,Ideal,I,VS2,62.1,57.0,6.1,6.07,3.78,3121
194,0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37,2833
20027,2.01,Premium,E,SI2,62.0,61.0,8.1,8.04,5.0,17179
22015,0.78,Ideal,F,VS2,61.5,56.0,5.94,5.9,3.64,3531
23979,0.54,Premium,F,VS2,62.4,55.0,5.23,5.19,3.25,1814
13478,0.7,Ideal,I,VVS2,62.7,54.0,5.65,5.69,3.55,2487
23384,0.9,Good,F,SI1,61.8,63.0,6.21,6.18,3.83,4241
16643,1.24,Ideal,J,VS2,61.7,55.0,6.91,6.96,4.28,5412
15716,2.04,Premium,E,SI2,58.3,58.0,8.35,8.31,4.86,17379
983,0.32,Ideal,E,SI1,,54.0,4.42,4.45,2.73,516
11302,0.74,Ideal,H,SI2,,56.0,5.78,5.84,3.57,2289
20864,0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945
18792,0.31,Ideal,H,VS1,62.0,53.0,4.34,4.37,2.7,562
15882,0.31,Very Good,H,VS1,61.7,61.0,4.31,4.34,2.67,544
13133,0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,1682
11134,0.41,Premium,E,VS1,60.1,58.0,4.81,4.84,2.9,1079
17199,1.0,Premium,G,VVS1,62.1,59.0,6.29,6.4,3.94,8008
12146,1.02,Very Good,F,VS2,59.4,58.0,6.52,6.62,3.9,6479
10158,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,4024
7754,0.32,Ideal,G,VS1,61.2,56.0,4.41,4.45,2.71,645
16842,1.51,Very Good,G,SI1,63.4,58.0,7.19,7.3,4.59,9664
7283,1.08,Ideal,F,SI1,62.7,57.0,6.52,6.49,4.08,5327
5510,0.7,Ideal,G,VVS1,61.9,58.0,5.67,5.74,3.53,3354
16960,0.3,Premium,D,VVS2,60.7,59.0,4.34,4.33,2.63,950
150,0.9,Very Good,F,SI1,62.5,62.0,6.08,6.11,3.81,3950
12242,0.83,Premium,H,SI1,58.6,61.0,6.2,6.16,3.62,2613
273,0.41,Ideal,H,VVS2,62.0,56.0,4.74,4.78,2.95,899
26132,0.31,Premium,E,VS2,60.3,58.0,4.37,4.42,2.65,680
23907,1.5,Good,H,VS2,63.6,58.0,7.27,7.22,4.61,10478
15580,1.02,Premium,E,VS2,62.1,52.0,6.55,6.49,4.05,6854
2273,0.37,Premium,E,VS2,61.5,58.0,4.61,4.66,2.85,811
24056,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.42,2.76,854
24369,0.5,Good,E,VS2,63.1,61.0,5.0,5.05,3.17,1419
12614,1.03,Ideal,E,VVS2,61.7,54.0,6.49,6.52,4.02,9932
26953,0.31,Premium,E,SI1,58.3,60.0,4.51,4.48,2.62,698
7776,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
26234,1.02,Very Good,E,I1,60.4,62.0,6.47,6.52,3.92,3455
16709,0.9,Premium,H,VS1,60.2,58.0,6.32,6.28,3.79,4234
18898,0.5,Very Good,D,VS2,63.3,54.0,5.07,5.04,3.2,1758
19745,1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600
1924,0.31,Ideal,E,VS2,61.5,56.0,4.34,4.37,2.68,680
1603,1.2,Ideal,H,SI1,,56.0,6.8,6.77,4.23,6471
25865,0.7,Very Good,G,SI1,60.7,58.0,5.7,5.73,3.47,2074
7501,0.89,Good,F,SI1,64.3,55.0,6.12,6.01,3.9,3663
10627,0.32,Ideal,G,VS1,59.8,57.9,4.44,4.47,2.67,696
17979,0.7,Very Good,F,SI1,59.8,59.0,5.78,5.82,3.47,2161
24271,0.77,Ideal,J,VS2,62.5,57.0,5.8,5.91,3.66,2257
10230,0.32,Ideal,I,IF,62.2,57.0,4.35,4.37,2.71,673
8032,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
4660,1.21,Ideal,G,SI2,62.0,56.0,6.83,6.81,4.23,6017
7103,1.75,Ideal,H,I1,61.5,55.0,7.78,7.75,4.78,7409
25924,0.72,Very Good,H,VS2,,58.0,5.67,5.73,3.56,2444
25078,1.03,Fair,E,SI2,65.3,59.0,6.3,6.25,4.1,3876
4612,1.76,Ideal,I,VVS2,60.2,58.0,7.84,7.87,4.73,14065
10179,0.41,Very Good,D,SI1,63.4,56.0,4.76,4.73,3.01,907
14256,0.31,Premium,G,VVS1,59.9,62.0,4.37,4.35,2.61,1046
6415,0.24,Ideal,F,VVS2,61.7,55.0,3.99,4.02,2.47,678
18471,0.35,Good,E,VS2,57.8,60.0,4.64,4.67,2.69,711
7387,0.32,Ideal,H,VS1,61.1,56.0,4.46,4.44,2.72,720
14308,0.39,Premium,J,VVS1,62.8,58.0,4.66,4.61,2.91,921
2468,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48,2360
16894,0.5,Premium,G,SI2,58.6,61.0,5.21,5.16,3.04,1078
5680,0.38,Very Good,H,VS2,60.6,58.0,4.68,4.7,2.84,700
2719,1.1,Premium,H,SI2,62.6,57.0,6.6,6.56,4.12,4435
1367,1.52,Fair,G,VS2,55.2,66.0,7.72,7.67,4.26,10623
20191,1.62,Ideal,I,VS2,,55.0,7.56,7.59,4.68,11217
19656,0.81,Ideal,D,VS2,62.1,56.0,6.01,5.98,3.72,4087
6484,0.81,Very Good,G,SI2,62.9,56.9,5.89,5.96,3.73,2493
6277,0.78,Ideal,J,SI1,61.1,56.0,5.95,5.97,3.64,2169
13888,0.54,Ideal,H,VVS1,61.7,57.0,5.23,5.24,3.23,1846
16302,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,6108
16781,0.32,Very Good,E,VS2,60.5,55.0,4.43,4.49,2.7,702
2558,0.73,Ideal,I,VS2,61.7,55.0,5.79,5.82,3.58,2453
9391,0.32,Premium,H,VS1,62.8,58.0,4.37,4.35,2.74,720
5777,1.03,Premium,E,SI2,61.0,60.0,6.46,6.53,3.96,4441
3664,0.54,Ideal,H,VS1,61.3,55.9,5.23,5.27,3.21,1633
24946,1.04,Very Good,G,SI2,60.6,57.0,6.56,6.6,3.99,4703
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
24860,1.03,Ideal,H,VS2,62.3,56.0,6.46,6.44,4.02,5364
8726,1.01,Fair,F,VS1,64.6,60.0,6.26,6.16,4.01,6366
1816,1.02,Good,J,SI2,63.1,58.0,6.34,6.38,4.01,3298
24361,0.34,Ideal,I,VS1,62.6,56.0,4.44,4.47,2.79,537
2556,0.71,Premium,D,SI1,60.6,58.0,5.79,5.77,3.5,2863
15823,0.35,Premium,F,VS2,62.1,60.0,4.45,4.51,2.78,706
18285,0.33,Ideal,D,VS2,62.5,56.0,4.46,4.43,2.78,1002
6797,1.26,Ideal,I,SI1,62.4,56.0,6.93,6.85,4.3,5645
1395,0.41,Ideal,H,IF,61.8,55.0,4.79,4.82,2.97,1100
7805,0.72,Very Good,G,VS1,63.5,55.0,5.75,5.68,3.63,2422
19473,0.9,Good,G,SI2,62.7,59.0,6.04,6.12,3.81,3489
13785,0.92,Premium,F,SI2,62.1,59.0,6.26,6.21,3.87,3787
18513,0.58,Ideal,D,VVS1,61.6,60.0,5.34,5.35,3.29,3154
6653,1.0,Premium,G,SI1,60.5,61.0,6.51,6.45,3.92,5152
17952,1.5,Ideal,G,VS2,62.0,55.0,7.33,7.36,4.56,13135
3038,0.38,Ideal,F,VS1,62.0,54.0,4.65,4.68,2.89,865
16836,0.43,Good,F,SI1,63.8,57.0,4.8,4.82,3.07,739
17544,1.01,Fair,I,SI2,68.1,59.0,6.14,6.11,4.17,3054
5668,0.62,Ideal,H,VS1,61.4,56.0,5.47,5.51,3.37,1878
4942,1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
19074,0.64,Ideal,I,IF,62.0,54.0,5.53,5.56,3.44,1991
16645,0.42,Ideal,H,VS1,62.0,57.0,4.8,4.82,2.98,847
353,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217
4924,0.42,Ideal,E,SI1,62.1,55.0,4.79,4.81,2.98,743
9096,0.71,Very Good,G,VS2,63.1,58.0,5.69,5.6,3.56,2515
7706,0.77,Very Good,F,VVS2,60.6,60.0,5.89,5.92,3.58,3917
16437,0.83,Ideal,D,SI1,61.9,56.0,6.01,6.04,3.73,4159
21343,1.51,Ideal,H,VS1,62.5,54.0,7.28,7.34,4.57,12071
10479,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
1951,1.23,Premium,G,SI1,61.2,59.0,6.88,6.81,4.19,6888
14725,1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,10071
12331,1.04,Very Good,F,SI2,60.0,61.0,6.5,6.57,3.92,4427
11593,0.31,Ideal,G,VVS2,61.4,56.0,4.38,4.35,2.68,907
24457,0.57,Ideal,G,VS1,61.1,57.0,5.34,5.36,3.27,2060
18337,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,3267
7657,0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
5038,0.41,Ideal,E,VVS1,61.4,57.0,4.77,4.8,2.94,1221
26164,1.0,Ideal,F,SI1,62.0,57.0,6.37,6.43,3.97,5197
4074,0.7,Premium,F,VS1,60.7,60.0,5.78,5.75,3.5,2792
26338,0.34,Premium,J,VS1,61.7,58.0,4.47,4.41,2.74,574
12536,1.54,Ideal,H,SI2,61.8,57.0,7.43,7.35,4.57,6095
14055,1.5,Fair,D,SI2,68.8,57.0,6.9,6.86,4.73,7469
26703,0.31,Ideal,D,VVS1,60.4,56.0,4.38,4.43,2.66,984
24128,0.38,Premium,F,SI1,62.7,58.0,4.6,4.62,2.89,700
8993,0.52,Ideal,H,VVS2,61.0,57.0,5.16,5.2,3.16,1749
25134,0.39,Good,G,VVS2,63.4,57.0,4.62,4.65,2.94,894
11090,1.24,Premium,F,SI1,61.6,59.0,6.86,6.9,4.24,6874
19003,0.25,Very Good,E,VVS2,63.0,55.0,4.0,4.03,2.53,575
24993,0.32,Ideal,G,IF,61.5,55.0,4.4,4.42,2.71,905
3610,2.0,Very Good,I,SI1,63.6,57.0,7.9,7.99,5.05,14057
5853,1.11,Very Good,G,VS2,62.2,55.0,6.61,6.67,4.13,6593
25485,0.37,Ideal,E,SI1,62.7,54.0,4.6,4.55,2.87,833
25632,1.03,Fair,I,VS1,57.6,58.0,6.67,6.58,3.81,4328
1222,0.51,Ideal,G,VVS1,60.4,57.0,5.2,5.22,3.15,1933
19532,0.43,Very Good,G,VVS2,62.3,60.0,4.78,4.85,3.0,1056
23056,0.33,Premium,H,IF,62.0,58.0,4.39,4.42,2.73,868
716,0.56,Premium,F,VS2,60.5,59.0,5.42,5.33,3.25,1935
7180,0.35,Ideal,I,VVS2,62.3,57.0,4.49,4.53,2.81,614
14659,2.22,Ideal,I,VS2,61.3,56.0,8.45,8.36,5.15,18531
15062,0.62,Premium,D,SI2,62.0,59.0,5.48,5.45,3.39,1777
50,0.52,Ideal,D,VS2,61.8,55.0,5.16,5.19,3.2,1822
10321,0.78,Premium,E,VS2,62.6,57.0,5.91,5.85,3.68,2970
2295,0.55,Very Good,I,VS2,58.5,62.2,5.39,5.4,3.16,1235
13534,1.79,Good,G,SI2,57.8,59.0,8.07,7.94,4.63,9122
23808,0.31,Premium,E,VVS2,61.3,60.0,4.35,4.33,2.66,1046
10836,0.53,Ideal,G,VVS2,61.4,57.0,5.19,5.26,3.21,1948
12426,0.53,Ideal,D,VS2,61.1,56.0,5.28,5.24,3.21,1825
16895,0.32,Very Good,G,VVS2,62.3,54.0,4.38,4.45,2.75,730
24916,1.01,Very Good,D,SI1,62.9,58.0,6.33,6.38,4.0,5731
19428,0.31,Ideal,H,VVS1,62.2,54.0,4.36,4.39,2.72,707
22217,2.01,Very Good,J,SI2,60.6,60.0,8.11,8.19,4.94,11406
21286,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
20792,0.71,Ideal,G,VS2,61.6,55.0,5.74,5.78,3.55,2537
11020,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93,1111
5054,0.55,Premium,E,SI1,60.8,58.0,5.32,5.29,3.22,1698
19247,1.51,Good,J,VS2,64.0,58.0,7.27,7.24,4.64,7062
24180,0.3,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72,610
26896,1.02,Very Good,H,SI1,63.4,57.0,6.42,6.36,4.05,4884
14187,0.42,Ideal,D,VS2,62.2,55.0,4.75,4.8,2.97,1031
286,0.51,Very Good,G,VS1,62.7,56.0,5.08,5.13,3.2,1656
11735,1.53,Very Good,H,SI1,61.3,56.0,7.42,7.44,4.56,10446
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
24661,0.32,Premium,J,VS2,61.9,58.0,4.38,4.35,2.7,504
6724,1.0,Premium,G,VS2,62.1,58.0,6.43,6.39,3.98,5242
7900,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2749
23009,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,2832
7036,0.54,Ideal,I,VS2,61.9,56.0,5.2,5.26,3.24,1260
25984,0.5,Ideal,F,SI1,59.9,57.0,5.19,5.16,3.1,1286
23629,0.8,Premium,F,VS2,61.6,58.0,5.98,6.03,3.7,3429
11696,0.43,Ideal,G,SI1,,57.0,4.84,4.87,2.98,790
7052,1.3,Ideal,F,SI2,62.2,56.0,7.0,6.96,4.34,6559
14996,0.71,Ideal,F,SI1,59.8,53.0,5.86,5.82,3.49,2838
131,1.56,Premium,G,VS2,61.9,58.0,7.44,7.4,4.59,13299
4611,0.9,Very Good,I,VS2,58.4,62.0,6.29,6.35,3.69,3334
3324,0.4,Good,F,VS2,62.2,61.0,4.71,4.74,2.94,784
20441,0.3,Ideal,F,VS2,60.7,56.0,4.34,4.32,2.63,776
23265,0.4,Ideal,G,VS1,62.3,57.0,4.73,4.68,2.93,1050
9649,0.3,Ideal,G,VVS1,61.3,56.0,4.34,4.3,2.65,1013
11510,0.31,Ideal,H,SI1,62.7,56.0,4.33,4.38,2.73,446
10449,0.83,Ideal,F,SI1,62.1,55.0,6.0,6.05,3.74,3254
18496,0.4,Very Good,F,SI1,61.7,62.0,4.71,4.76,2.92,717
18568,0.47,Ideal,G,SI1,60.8,56.0,5.0,5.03,3.05,1163
26723,0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7,590
18624,1.07,Premium,H,SI1,59.2,61.0,6.67,6.65,3.94,5237
22045,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,2706
7,1.01,Good,H,SI1,63.7,60.0,6.35,6.3,4.03,4836
10906,0.32,Very Good,G,SI1,62.0,55.0,4.41,4.43,2.74,477
11852,0.36,Premium,F,SI1,61.1,60.0,4.62,4.57,2.81,616
9328,1.02,Very Good,J,VS2,59.3,58.0,6.56,6.62,3.91,3796
16038,0.51,Ideal,G,VS1,62.2,55.0,5.11,5.14,3.19,1656
6116,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81,2825
7570,0.41,Ideal,H,VS2,61.5,55.0,4.78,4.81,2.95,743
17081,0.35,Premium,D,SI2,62.3,58.0,4.48,4.54,2.81,522
8671,0.31,Good,E,IF,57.7,55.0,4.51,4.6,2.63,912
6952,0.24,Ideal,F,IF,61.6,57.0,3.97,4.0,2.45,678
13342,0.41,Very Good,F,VVS2,60.3,58.0,4.79,4.83,2.9,1115
7685,1.26,Premium,I,SI1,62.0,58.0,6.9,6.87,4.27,6068
10576,1.0,Premium,F,VS2,62.5,54.0,6.33,6.3,3.95,6154
22445,1.01,Premium,G,SI1,61.0,59.0,6.45,6.51,3.95,4785
6982,1.01,Very Good,I,SI2,63.7,57.0,6.32,6.36,4.04,3998
1323,1.12,Very Good,D,SI1,59.9,57.0,6.76,6.8,4.06,6132
12760,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,10224
121,0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,863
22585,0.33,Premium,I,VVS2,61.5,58.0,4.45,4.43,2.73,743
24994,0.42,Ideal,I,VVS1,62.5,57.0,4.77,4.8,2.99,884
20225,1.11,Premium,F,VS1,60.7,59.0,6.64,6.61,4.02,7623
8737,0.72,Premium,E,SI1,62.8,52.0,5.78,5.72,3.61,2333
8359,0.9,Good,E,SI2,63.4,62.0,6.0,6.02,3.81,3139
630,0.7,Ideal,J,VS2,61.9,57.0,5.65,5.69,3.51,1974
1927,0.72,Ideal,H,VS1,62.3,55.0,5.72,5.74,3.57,2949
24868,2.08,Ideal,J,SI2,62.3,55.0,8.23,8.17,5.11,12179
75,0.57,Very Good,G,SI2,59.4,58.0,5.39,5.42,3.21,1214
6892,1.01,Premium,E,SI1,62.4,60.0,6.35,6.32,3.95,5002
11905,0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,854
15642,0.92,Good,G,SI1,60.6,60.0,6.29,6.32,3.82,4089
4146,0.4,Premium,F,VS2,59.7,58.0,4.83,4.79,2.87,1080
10411,0.3,Ideal,I,VVS1,62.1,56.0,4.33,4.3,2.68,709
21852,0.75,Good,G,SI2,,62.0,5.66,5.61,3.6,2115
17694,1.64,Premium,I,SI1,62.4,58.0,7.58,7.52,4.71,8716
902,0.54,Very Good,F,VS1,,59.0,5.26,5.2,3.22,1600
23695,0.43,Ideal,G,VVS1,62.0,55.0,4.82,4.85,3.0,1207
15291,1.21,Premium,G,VS1,62.7,58.0,6.85,6.76,4.27,8774
19945,0.3,Very Good,H,SI1,62.9,57.0,4.26,4.29,2.69,421
24919,0.75,Ideal,F,VS2,62.5,57.0,5.78,5.83,3.63,2893
15148,0.32,Premium,D,SI1,60.4,58.0,4.47,4.44,2.69,756
667,0.45,Good,G,VS1,60.7,60.4,4.94,4.98,3.01,1246
9623,0.36,Ideal,D,VVS2,61.6,57.0,4.59,4.56,2.82,1114
21393,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1238
13529,0.54,Ideal,G,VS1,60.6,56.0,5.28,5.31,3.21,1957
14863,1.52,Ideal,I,VVS1,62.3,55.0,7.32,7.37,4.58,11033
20526,1.62,Good,I,VS1,59.6,65.0,7.69,7.59,4.55,9526
23126,0.77,Ideal,F,VS2,61.2,57.0,5.93,5.97,3.64,3052
19840,0.56,Ideal,D,VVS2,61.7,58.0,5.26,5.3,3.26,2612
14347,0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19,1838
6286,1.04,Premium,G,VS2,62.5,58.0,6.47,6.43,4.03,6290
23852,0.26,Very Good,F,VS2,62.5,55.0,4.05,4.08,2.54,381
20853,0.47,Very Good,F,VVS2,60.9,59.0,4.99,5.03,3.05,1418
14710,1.11,Premium,G,SI2,62.3,58.0,6.65,6.61,4.13,4755
15360,1.14,Ideal,F,VS2,61.9,57.0,6.67,6.7,4.13,7819
18666,0.34,Ideal,D,SI1,60.4,57.0,4.51,4.53,2.73,626
19784,0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,756
20133,0.42,Ideal,D,SI1,61.9,56.0,4.84,4.82,2.99,1040
1651,0.4,Premium,E,VVS2,60.8,59.0,4.77,4.73,2.89,1056
9395,0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,811
24686,0.32,Very Good,F,VS2,61.2,58.0,4.38,4.41,2.69,602
7246,0.37,Very Good,E,VS1,62.8,55.0,4.61,4.63,2.9,818
1387,0.41,Very Good,D,SI2,63.8,57.0,4.71,4.73,3.01,727
24249,0.27,Very Good,E,VVS1,61.5,58.0,4.16,4.23,2.58,620
25700,0.39,Ideal,F,VVS1,61.8,55.0,4.69,4.73,2.91,1124
8573,0.53,Very Good,G,VS1,60.2,55.0,5.25,5.28,3.17,1722
18732,1.23,Premium,I,VS1,61.6,58.0,6.9,6.84,4.23,5632
16164,0.32,Very Good,F,VVS2,61.8,60.0,4.36,4.41,2.71,786
21373,0.3,Very Good,G,VVS1,62.8,58.0,4.27,4.3,2.69,789
23648,0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
4937,0.5,Premium,F,VVS2,62.3,58.0,5.06,5.11,3.17,2052
17522,0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,865
1137,0.31,Good,J,SI2,63.3,58.0,4.34,4.35,2.75,335
18467,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5129
10867,0.76,Good,E,SI2,58.8,59.0,5.95,5.99,3.51,2680
11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
17247,2.01,Very Good,H,SI1,63.1,56.0,8.05,8.0,5.06,11825
12442,0.43,Premium,G,VS2,61.2,58.0,4.84,4.9,2.98,867
5526,0.44,Ideal,D,VS1,62.3,55.0,4.88,4.85,3.03,1294
16729,1.72,Premium,H,SI1,61.4,59.0,7.64,7.71,4.71,12880
7237,0.3,Very Good,J,VS1,,61.0,4.33,4.38,2.66,427
1563,0.34,Very Good,D,SI1,60.2,60.0,4.5,4.54,2.72,626
2857,1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79,16807
982,1.01,Ideal,D,SI2,61.6,57.0,6.42,6.46,3.97,4916
19879,0.7,Good,E,SI2,56.9,63.0,5.78,5.71,3.27,1758
12738,1.0,Very Good,E,SI1,63.3,57.0,6.3,6.36,4.01,5051
9758,0.37,Ideal,G,VS2,61.3,57.0,4.6,4.64,2.83,649
4086,1.01,Good,F,SI2,61.5,61.0,6.33,6.38,3.91,3895
